CustomerID,Tenure,MonthlyCharges,TotalCharges,Contract,PaymentMethod,PaperlessBilling,SeniorCitizen,Churn,PaperlessBilling_Label,Contract_One year,Contract_Two year,PaymentMethod_Credit Card,PaymentMethod_Electronic Check,Contract_Ordinal,Tenure_minmax,MonthlyCharges_minmax,TotalCharges_minmax,Tenure_standard,MonthlyCharges_standard,TotalCharges_standard,AvgMonthlySpend,CustomerLifetimeValue,PaymentEfficiency,TenureGroup,HighValueCustomer,IsLongTermContract
C00219,45,177,3091,One year,Bank Transfer,No,0,0,0,1.0,0.0,0.0,0.0,1.0,0.6285714285714286,0.8770949720670391,0.37431380058725905,0.4101445536189703,1.2244706143491755,-0.5078388618566904,68.69,7965,0.388,Loyal,1,1
C00220,33,198,2226,Two year,Bank Transfer,Yes,0,0,1,0.0,1.0,0.0,0.0,2.0,0.45714285714285713,0.9944134078212291,0.2638835695135963,-0.17107115769747297,1.6302827932099273,-0.8908604939915022,67.45,6534,0.341,Established,1,1
C00221,57,118,5412,Two year,Credit Card,No,1,0,0,0.0,1.0,1.0,0.0,2.0,0.8,0.547486033519553,0.6706242818843354,0.9913602649354136,0.08433163564515823,0.519898951073828,94.95,6726,0.805,Loyal,1,1
C00222,67,37,1247,Month-to-month,Credit Card,No,1,0,0,0.0,0.0,1.0,0.0,0.0,0.9428571428571428,0.09497206703910614,0.13889952763947402,1.4757066910324497,-1.4809439113891705,-1.3243612776446592,18.61,2479,0.503,Loyal,0,0
C00223,31,70,1256,Month-to-month,Credit Card,No,0,0,0,0.0,0.0,1.0,0.0,0.0,0.42857142857142855,0.2793296089385475,0.1400485127026682,-0.2679404429168802,-0.8432390588937032,-1.3203760814721583,40.52,2170,0.579,Established,0,0
C00224,19,43,6118,One year,Electronic Check,Yes,0,0,1,1.0,0.0,0.0,1.0,1.0,0.2571428571428571,0.12849162011173182,0.7607557768415677,-0.8491561542333235,-1.3649975745718128,0.83251545082779,322.0,817,7.488,Established,0,1
C00225,40,156,7024,One year,Electronic Check,No,0,0,0,1.0,0.0,0.0,1.0,1.0,0.5571428571428572,0.7597765363128492,0.876420273203115,0.16797134057045227,0.8186584354884235,1.2336918655262172,175.6,6240,1.126,Loyal,1,1
C00226,24,142,7012,One year,Credit Card,Yes,0,0,1,1.0,0.0,1.0,0.0,1.0,0.32857142857142857,0.6815642458100559,0.8748882931188561,-0.6069829411848054,0.548116982914589,1.2283782706295494,292.17,3408,2.058,Established,1,1
C00227,57,123,5830,Month-to-month,Bank Transfer,Yes,0,0,1,0.0,0.0,0.0,0.0,0.0,0.8,0.5754189944134078,0.7239882548193539,0.9913602649354136,0.1809535829929563,0.7049891733077602,102.28,7011,0.832,Loyal,1,0
C00228,53,183,4023,Two year,Electronic Check,Yes,1,0,1,0.0,1.0,0.0,1.0,2.0,0.7428571428571429,0.9106145251396648,0.49329758713136734,0.7976216944965991,1.3404169511665331,-0.09514965821548266,75.91,9699,0.415,Loyal,1,1
C00229,24,32,1635,One year,Bank Transfer,No,1,0,0,1.0,0.0,0.0,0.0,1.0,0.32857142857142857,0.0670391061452514,0.18843355036384526,-0.6069829411848054,-1.5775658587369685,-1.1525550426523967,68.12,768,2.129,Established,0,1
C00230,32,149,5477,Two year,Bank Transfer,No,1,0,0,0.0,1.0,0.0,0.0,2.0,0.44285714285714284,0.7206703910614526,0.6789225073407379,-0.21950580030717656,0.6833877092015063,0.5486809234307791,171.16,4768,1.149,Established,1,1
C00231,33,99,3225,One year,Credit Card,No,1,0,0,1.0,0.0,1.0,0.0,1.0,0.45714285714285713,0.44134078212290506,0.3914209115281502,-0.17107115769747297,-0.28283176427647444,-0.44850371884389867,97.73,3267,0.987,Established,0,1
C00232,20,151,2681,One year,Credit Card,No,1,0,0,1.0,0.0,1.0,0.0,1.0,0.2714285714285714,0.7318435754189945,0.3219711477084131,-0.8007215116236198,0.7220364881406255,-0.6893866874928439,134.05,3020,0.888,Established,1,1
C00233,12,52,7459,Two year,Electronic Check,No,0,0,0,0.0,1.0,0.0,1.0,2.0,0.15714285714285714,0.17877094972067042,0.9319545512575003,-1.1881986525012487,-1.1910780693457763,1.426309680530429,621.58,624,11.954,New,0,1
C00234,61,24,217,One year,Electronic Check,No,1,0,0,1.0,0.0,0.0,1.0,1.0,0.8571428571428572,0.02234636871508379,0.007404570407251374,1.185098835374228,-1.7321609744934454,-1.780444839608655,3.56,1464,0.148,Loyal,0,1
C00235,65,94,7183,One year,Bank Transfer,No,1,0,0,1.0,0.0,0.0,0.0,1.0,0.9142857142857143,0.4134078212290503,0.8967190093195455,1.3788374058130424,-0.3794537116242725,1.3040969979070671,110.51,6110,1.176,Loyal,0,1
C00236,13,115,6305,Two year,Credit Card,No,1,0,0,0.0,1.0,1.0,0.0,2.0,0.17142857142857143,0.5307262569832403,0.7846291331546023,-1.1397640098915451,0.0263584672364794,0.9153189713008649,485.0,1495,4.217,Established,0,1
C00237,61,51,810,One year,Bank Transfer,No,0,0,0,1.0,0.0,0.0,0.0,1.0,0.8571428571428572,0.17318435754189948,0.08310991957104558,1.185098835374228,-1.210402458815336,-1.5178646917983156,13.28,3111,0.26,Loyal,0,1
C00238,33,151,6705,Month-to-month,Bank Transfer,No,1,0,0,0.0,0.0,0.0,0.0,0.0,0.45714285714285713,0.7318435754189945,0.8356951359632324,-0.17107115769747297,0.7220364881406255,1.0924388011897954,203.18,4983,1.346,Established,1,0
C00239,21,138,6404,Two year,Credit Card,Yes,1,0,1,0.0,1.0,1.0,0.0,2.0,0.2857142857142857,0.6592178770949721,0.7972679688497383,-0.7522868690139163,0.4708194250363505,0.9591561291983752,304.95,2898,2.21,Established,1,1
C00240,56,108,6378,Two year,Bank Transfer,Yes,1,0,1,0.0,1.0,0.0,0.0,2.0,0.7857142857142857,0.4916201117318436,0.7939486786671773,0.94292562232571,-0.1089122590504379,0.9476433402555947,113.89,6048,1.055,Loyal,0,1
C00241,69,121,7669,One year,Electronic Check,Yes,0,0,1,1.0,0.0,0.0,1.0,1.0,0.9714285714285714,0.5642458100558659,0.9587642027320311,1.5725759762518567,0.14230480405383708,1.5192975912221174,111.14,8349,0.919,Loyal,1,1
C00242,16,196,7704,Two year,Electronic Check,No,0,0,0,0.0,1.0,0.0,1.0,2.0,0.21428571428571427,0.9832402234636871,0.9632324779777862,-0.9944600820624343,1.591634014270808,1.5347955763373988,481.5,3136,2.457,Established,1,1
C00243,28,33,1099,Two year,Credit Card,No,1,0,0,0.0,1.0,1.0,0.0,2.0,0.3857142857142857,0.07262569832402234,0.12000510660028085,-0.413244370745991,-1.558241469267409,-1.3898956147035635,39.25,924,1.189,Established,0,1
C00244,53,123,4561,One year,Bank Transfer,Yes,1,0,1,1.0,0.0,0.0,0.0,1.0,0.7428571428571429,0.5754189944134078,0.5619813609089748,0.7976216944965991,0.1809535829929563,0.14307651298512866,86.06,6519,0.7,Loyal,1,1
C00245,23,104,2991,Two year,Electronic Check,No,0,0,0,0.0,1.0,0.0,1.0,2.0,0.3142857142857143,0.46927374301675984,0.36154729988510154,-0.655417583794509,-0.18620981692867636,-0.5521188193289229,130.04,2392,1.25,Established,0,1
C00246,15,60,3032,Month-to-month,Bank Transfer,No,1,0,0,0.0,0.0,0.0,0.0,0.0,0.19999999999999998,0.22346368715083803,0.3667815651729861,-1.0428947246721378,-1.0364829535892994,-0.5339640367653076,202.13,900,3.369,Established,0,0
C00247,43,130,6856,One year,Bank Transfer,No,0,0,0,1.0,0.0,0.0,0.0,1.0,0.6,0.6145251396648045,0.8549725520234903,0.3132752683995631,0.3162243092798736,1.1593015369728665,159.44,5590,1.226,Loyal,1,1
C00248,60,48,4747,One year,Bank Transfer,No,1,0,0,1.0,0.0,0.0,0.0,1.0,0.8428571428571429,0.1564245810055866,0.5857270522149878,1.1366641927645245,-1.2683756272240148,0.22543723388348128,79.12,2880,1.648,Loyal,0,1
C00249,48,79,3083,One year,Bank Transfer,Yes,1,0,1,1.0,0.0,0.0,0.0,1.0,0.6714285714285715,0.3296089385474861,0.37329248053108643,0.5554484814480811,-0.6693195536676667,-0.5113812584544689,64.23,3792,0.813,Loyal,0,1
C00250,58,90,3841,Two year,Electronic Check,No,1,0,0,0.0,1.0,0.0,1.0,2.0,0.8142857142857143,0.3910614525139665,0.4700625558534406,1.0397949075451172,-0.45675126950251094,-0.17573918081494597,66.22,5220,0.736,Loyal,0,1
C00251,24,48,1639,Month-to-month,Electronic Check,Yes,0,0,1,0.0,0.0,0.0,1.0,0.0,0.32857142857142857,0.1564245810055866,0.18894421039193157,-0.6069829411848054,-1.2683756272240148,-1.1507838443535074,68.29,1152,1.423,Established,0,0
C00252,9,138,515,Two year,Credit Card,No,0,1,0,0.0,1.0,1.0,0.0,2.0,0.11428571428571427,0.6592178770949721,0.04544874249968084,-1.3335025803303595,0.4708194250363505,-1.6484905663414018,57.22,1242,0.415,New,1,1
C00253,55,71,1965,Two year,Credit Card,Yes,1,0,1,0.0,1.0,1.0,0.0,2.0,0.7714285714285715,0.28491620111731847,0.23056300268096516,0.8944909797160063,-0.8239146694241436,-1.0064311829940293,35.73,3905,0.503,Loyal,0,1
C00254,26,182,3882,Month-to-month,Electronic Check,Yes,0,0,1,0.0,0.0,0.0,1.0,0.0,0.35714285714285715,0.9050279329608938,0.47529682114132515,-0.5101136559653983,1.3210925616969735,-0.1575843982513306,149.31,4732,0.82,Established,1,0
C00255,31,88,4230,Two year,Electronic Check,No,1,0,0,0.0,1.0,0.0,1.0,2.0,0.42857142857142855,0.3798882681564246,0.5197242435848334,-0.2679404429168802,-0.49540004844163016,-0.0034901462479611984,136.45,2728,1.551,Established,0,1
C00256,29,178,7961,Two year,Electronic Check,Yes,0,0,1,0.0,1.0,0.0,1.0,2.0,0.39999999999999997,0.8826815642458101,0.9960423847823311,-0.36480972813628737,1.243795003818735,1.6485950670410365,274.52,5162,1.542,Established,1,1
C00257,65,30,6769,Month-to-month,Credit Card,No,0,0,0,0.0,0.0,1.0,0.0,0.0,0.9142857142857143,0.05586592178770951,0.8438656964126132,1.3788374058130424,-1.6162146376760878,1.1207779739720243,104.14,1950,3.471,Loyal,0,0
C00258,50,120,1839,Two year,Credit Card,Yes,0,0,1,0.0,1.0,1.0,0.0,2.0,0.7000000000000001,0.558659217877095,0.21447721179624665,0.6523177666674883,0.12298041458427747,-1.0622239294090423,36.78,6000,0.306,Loyal,1,1
C00259,54,191,6674,Two year,Credit Card,No,1,0,0,0.0,1.0,1.0,0.0,2.0,0.7571428571428571,0.9553072625698323,0.8317375207455636,0.8460563371063028,1.49501206692301,1.0787120143734032,123.59,10314,0.647,Loyal,1,1
C00260,31,85,1935,One year,Electronic Check,Yes,0,0,1,1.0,0.0,0.0,1.0,1.0,0.42857142857142855,0.36312849162011174,0.2267330524703179,-0.2679404429168802,-0.553373216850309,-1.019715170235699,62.42,2635,0.734,Established,0,1
C00261,49,41,7108,Two year,Bank Transfer,Yes,1,0,1,0.0,1.0,0.0,0.0,2.0,0.6857142857142857,0.11731843575418995,0.8871441337929273,0.6038831240577848,-1.403646353510932,1.2708870298028927,145.06,2009,3.538,Loyal,0,1
C00262,44,176,4069,Two year,Bank Transfer,No,0,0,0,0.0,1.0,0.0,0.0,2.0,0.6142857142857143,0.8715083798882682,0.4991701774543598,0.3617099110092667,1.2051462248796159,-0.07478087777825566,92.48,7744,0.525,Loyal,1,1
C00263,1,39,2429,Month-to-month,Credit Card,Yes,1,1,1,0.0,0.0,1.0,0.0,0.0,0.0,0.10614525139664806,0.28979956593897616,-1.7209797212079883,-1.4422951324500513,-0.8009721803228701,2429.0,39,62.282,New,0,0
C00264,71,156,812,One year,Credit Card,No,0,0,0,1.0,0.0,1.0,0.0,1.0,1.0,0.7597765363128492,0.08336524958508873,1.669445261471264,0.8186584354884235,-1.516979092648871,11.44,11076,0.073,Loyal,1,1
C00265,34,172,1619,Two year,Electronic Check,Yes,1,0,1,0.0,1.0,0.0,1.0,2.0,0.4714285714285714,0.8491620111731844,0.18639091025150006,-0.12263651508776936,1.1278486670013774,-1.159639835847954,47.62,5848,0.277,Established,1,1
C00266,6,115,1677,Two year,Bank Transfer,Yes,1,0,1,0.0,1.0,0.0,0.0,2.0,0.07142857142857142,0.5307262569832403,0.19379548065875143,-1.4788065081594703,0.0263584672364794,-1.1339574605140592,279.5,690,2.43,New,0,1
C00267,29,92,1792,Month-to-month,Credit Card,Yes,0,0,1,0.0,0.0,1.0,0.0,0.0,0.39999999999999997,0.4022346368715084,0.2084769564662326,-0.36480972813628737,-0.4181024905633917,-1.0830355094209916,61.79,2668,0.672,Established,0,0
C00268,69,177,2153,Two year,Bank Transfer,No,0,0,0,0.0,1.0,0.0,0.0,2.0,0.9714285714285714,0.8770949720670391,0.25456402400102135,1.5725759762518567,1.2244706143491755,-0.923184862946232,31.2,12213,0.176,Loyal,1,1
C00269,19,63,1186,Two year,Electronic Check,No,1,0,0,0.0,1.0,0.0,1.0,2.0,0.2571428571428571,0.24022346368715086,0.13111196221115792,-0.8491561542333235,-0.9785097851806205,-1.3513720517027212,62.42,1197,0.991,Established,0,1
C00270,43,81,7187,Two year,Credit Card,No,1,0,0,0.0,1.0,1.0,0.0,2.0,0.6,0.34078212290502796,0.8972296693476318,0.3132752683995631,-0.6306707747285475,1.3058681962059564,167.14,3483,2.063,Loyal,0,1
C00271,8,160,7182,Month-to-month,Bank Transfer,No,1,1,0,0.0,0.0,0.0,0.0,0.0,0.09999999999999999,0.782122905027933,0.8965913443125239,-1.381937222940063,0.895955993366662,1.3036541983323449,897.75,1280,5.611,New,1,0
C00272,43,85,6192,One year,Credit Card,Yes,1,0,1,1.0,0.0,1.0,0.0,1.0,0.6,0.36312849162011174,0.7702029873611642,0.3132752683995631,-0.553373216850309,0.8652826193572422,144.0,3655,1.694,Loyal,0,1
C00273,29,64,6131,One year,Electronic Check,Yes,0,0,1,1.0,0.0,0.0,1.0,1.0,0.39999999999999997,0.2458100558659218,0.7624154219328482,-0.36480972813628737,-0.9591853957110609,0.8382718452991803,211.41,1856,3.303,Established,0,1
C00274,67,142,1008,Month-to-month,Electronic Check,No,1,0,0,0.0,0.0,0.0,1.0,0.0,0.9428571428571428,0.6815642458100559,0.1083875909613175,1.4757066910324497,0.548116982914589,-1.4301903760032952,15.04,9514,0.106,Loyal,1,0
C00275,66,196,2989,Month-to-month,Electronic Check,No,0,0,0,0.0,0.0,0.0,1.0,0.0,0.9285714285714286,0.9832402234636871,0.3612919698710584,1.4272720484227461,1.591634014270808,-0.5530044184783676,45.29,12936,0.231,Loyal,1,0
C00276,49,94,4521,One year,Bank Transfer,Yes,1,0,1,1.0,0.0,0.0,0.0,1.0,0.6857142857142857,0.4134078212290503,0.5568747606281118,0.6038831240577848,-0.3794537116242725,0.12536452999623562,92.27,4606,0.982,Loyal,0,1
C00277,58,174,1493,Two year,Credit Card,No,0,0,0,0.0,1.0,1.0,0.0,2.0,0.8142857142857143,0.8603351955307263,0.17030511936678155,1.0397949075451172,1.1664974459404966,-1.215432582262967,25.74,10092,0.148,Loyal,1,1
C00278,3,72,4282,One year,Credit Card,Yes,0,0,1,1.0,0.0,1.0,0.0,1.0,0.028571428571428574,0.2905027932960894,0.5263628239499553,-1.6241104359885812,-0.804590279954584,0.019535431637599746,1427.33,216,19.824,New,0,1
C00279,66,128,7087,One year,Electronic Check,No,1,0,0,1.0,0.0,0.0,1.0,1.0,0.9285714285714286,0.6033519553072626,0.8844631686454743,1.4272720484227461,0.2775755303407544,1.2615882387337238,107.38,8448,0.839,Loyal,1,1
C00280,57,43,6209,Two year,Bank Transfer,No,1,0,0,0.0,1.0,0.0,0.0,2.0,0.8,0.12849162011173182,0.772373292480531,0.9913602649354136,-1.3649975745718128,0.8728102121275216,108.93,2451,2.533,Loyal,0,1
C00281,17,25,7759,Two year,Credit Card,No,1,0,0,0.0,1.0,1.0,0.0,2.0,0.22857142857142856,0.027932960893854733,0.9702540533639729,-0.9460254394527307,-1.7128365850238858,1.5591495529471269,456.41,425,18.256,Established,0,1
C00282,18,158,7475,Two year,Electronic Check,Yes,0,0,1,0.0,1.0,0.0,1.0,2.0,0.24285714285714283,0.7709497206703911,0.9339971913698455,-0.897590796843027,0.8573072144275428,1.4333944737259863,415.28,2844,2.628,Established,1,1
C00283,2,56,7493,Month-to-month,Electronic Check,No,1,1,0,0.0,0.0,0.0,1.0,0.0,0.014285714285714285,0.2011173184357542,0.9362951614962338,-1.6725450785982847,-1.1137805114675379,1.4413648660709881,3746.5,112,66.902,New,0,0
C00284,13,94,261,Month-to-month,Bank Transfer,Yes,0,0,1,0.0,0.0,0.0,0.0,0.0,0.17142857142857143,0.4134078212290503,0.01302183071620069,-1.1397640098915451,-0.3794537116242725,-1.7609616583208725,20.08,1222,0.214,Established,0,0
C00285,26,171,6538,Two year,Credit Card,Yes,0,0,1,0.0,1.0,1.0,0.0,2.0,0.35714285714285715,0.8435754189944135,0.8143750797906293,-0.5101136559653983,1.1085242775318178,1.018491272211167,251.46,4446,1.471,Established,1,1
C00286,48,80,6186,Month-to-month,Electronic Check,Yes,1,0,1,0.0,0.0,0.0,1.0,0.0,0.6714285714285715,0.335195530726257,0.7694369973190348,0.5554484814480811,-0.6499951641981071,0.8626258219089082,128.88,3840,1.611,Loyal,0,0
C00287,11,60,627,One year,Electronic Check,No,0,0,0,1.0,0.0,0.0,1.0,1.0,0.14285714285714285,0.22346368715083803,0.05974722328609727,-1.2366332951109522,-1.0364829535892994,-1.5988970139725014,57.0,660,0.95,New,0,1
C00288,42,83,1173,One year,Bank Transfer,Yes,0,0,1,1.0,0.0,0.0,0.0,1.0,0.5857142857142857,0.35195530726256985,0.12945231711987742,0.2648406257898595,-0.5920219957894283,-1.3571284461741113,27.93,3486,0.336,Loyal,0,1
C00289,22,58,6472,One year,Electronic Check,No,1,0,0,1.0,0.0,0.0,1.0,1.0,0.3,0.2122905027932961,0.8059491893272054,-0.7038522264042126,-1.0751317325284186,0.9892665002794934,294.18,1276,5.072,Established,0,1
C00290,57,123,5518,One year,Credit Card,Yes,1,0,1,1.0,0.0,1.0,0.0,1.0,0.8,0.5754189944134078,0.6841567726286224,0.9913602649354136,0.1809535829929563,0.5668357059943945,96.81,7011,0.787,Loyal,1,1
C00291,63,177,5573,One year,Credit Card,Yes,0,0,1,1.0,0.0,1.0,0.0,1.0,0.8857142857142858,0.8770949720670391,0.691178348014809,1.2819681205936353,1.2244706143491755,0.5911896826041224,88.46,11151,0.5,Loyal,1,1
C00292,65,59,6420,Two year,Credit Card,No,0,0,0,0.0,1.0,1.0,0.0,2.0,0.9142857142857143,0.21787709497206703,0.7993106089620834,1.3788374058130424,-1.055807343058859,0.9662409223939324,98.77,3835,1.674,Loyal,0,1
C00293,13,140,727,One year,Bank Transfer,Yes,0,0,1,1.0,0.0,0.0,0.0,1.0,0.17142857142857143,0.670391061452514,0.07251372398825481,-1.1397640098915451,0.5094682039754698,-1.5546170565002686,55.92,1820,0.399,Established,1,1
C00294,70,128,5423,Month-to-month,Bank Transfer,Yes,0,0,1,0.0,0.0,0.0,0.0,0.0,0.9857142857142858,0.6033519553072626,0.6720285969615728,1.6210106188615605,0.2775755303407544,0.5247697463957736,77.47,8960,0.605,Loyal,1,0
C00295,6,59,6657,Two year,Credit Card,No,0,0,0,0.0,1.0,1.0,0.0,2.0,0.07142857142857142,0.21787709497206703,0.8295672156261968,-1.4788065081594703,-1.055807343058859,1.0711844216031237,1109.5,354,18.805,New,0,1
C00296,66,44,1995,One year,Electronic Check,Yes,0,0,1,1.0,0.0,0.0,1.0,1.0,0.9285714285714286,0.13407821229050282,0.2343929528916124,1.4272720484227461,-1.3456731851022532,-0.9931471957523595,30.23,2904,0.687,Loyal,0,1
C00297,15,163,4659,Month-to-month,Credit Card,No,0,0,0,0.0,0.0,1.0,0.0,0.0,0.19999999999999998,0.7988826815642458,0.5744925315970892,-1.0428947246721378,0.9539291617753408,0.1864708713079166,310.6,2445,1.906,Established,1,0
C00298,66,136,7139,Month-to-month,Bank Transfer,No,0,0,0,0.0,0.0,0.0,0.0,0.0,0.9285714285714286,0.6480446927374302,0.8911017490105961,1.4272720484227461,0.43217064609723127,1.2846138166192846,108.17,8976,0.795,Loyal,1,0
C00299,47,193,5219,Two year,Credit Card,No,1,0,0,0.0,1.0,1.0,0.0,2.0,0.6571428571428571,0.9664804469273743,0.6459849355291714,0.5070138388383775,1.5336608458621293,0.4344386331524191,111.04,9071,0.575,Loyal,1,1
C00300,26,93,3151,One year,Electronic Check,Yes,0,0,1,1.0,0.0,0.0,1.0,1.0,0.35714285714285715,0.4078212290502794,0.38197370100855355,-0.5101136559653983,-0.3987781010938321,-0.48127088737335083,121.19,2418,1.303,Established,0,1
C00301,14,176,5655,One year,Credit Card,Yes,1,0,1,1.0,0.0,1.0,0.0,1.0,0.1857142857142857,0.8715083798882682,0.7016468785905783,-1.0913293672818414,1.2051462248796159,0.6274992477313531,403.93,2464,2.295,Established,1,1
C00302,65,84,1193,Month-to-month,Electronic Check,No,1,0,0,0.0,0.0,0.0,1.0,0.0,0.9142857142857143,0.3575418994413408,0.13200561726030893,1.3788374058130424,-0.5726976063198687,-1.348272454679665,18.35,5460,0.218,Loyal,0,0
C00303,58,128,7204,Month-to-month,Bank Transfer,Yes,0,0,1,0.0,0.0,0.0,0.0,0.0,0.8142857142857143,0.6033519553072626,0.8993999744669986,1.0397949075451172,0.2775755303407544,1.313395788976236,124.21,7424,0.97,Loyal,1,0
C00304,21,179,840,One year,Bank Transfer,Yes,1,0,1,1.0,0.0,0.0,0.0,1.0,0.2857142857142857,0.888268156424581,0.08693986978169284,-0.7522868690139163,1.2631193932882947,-1.504580704556646,40.0,3759,0.223,Established,1,1
C00305,61,61,7474,Month-to-month,Credit Card,No,1,0,0,0.0,0.0,1.0,0.0,0.0,0.8571428571428572,0.22905027932960897,0.9338695263628239,1.185098835374228,-1.0171585641197398,1.432951674151264,122.52,3721,2.009,Loyal,0,0
C00306,11,88,7410,One year,Credit Card,No,0,0,0,1.0,0.0,1.0,0.0,1.0,0.14285714285714285,0.3798882681564246,0.925698965913443,-1.2366332951109522,-0.49540004844163016,1.4046125013690351,673.64,968,7.655,New,0,1
C00307,20,107,2288,Two year,Bank Transfer,Yes,1,0,1,0.0,1.0,0.0,0.0,2.0,0.2714285714285714,0.4860335195530726,0.271798799948934,-0.8007215116236198,-0.12823664851999753,-0.863406920358718,114.4,2140,1.069,Established,0,1
C00308,55,169,1513,Two year,Electronic Check,No,0,0,0,0.0,1.0,0.0,1.0,2.0,0.7714285714285715,0.8324022346368716,0.17285841950721306,0.8944909797160063,1.0698754985926986,-1.2065765907685206,27.51,9295,0.163,Loyal,1,1
C00309,9,149,1431,Month-to-month,Electronic Check,No,0,1,0,0.0,0.0,0.0,1.0,0.0,0.11428571428571427,0.7206703910614526,0.16238988893144388,-1.3335025803303595,0.6833877092015063,-1.2428861558957514,159.0,1341,1.067,New,1,0
C00310,41,98,7631,One year,Bank Transfer,Yes,0,0,1,1.0,0.0,0.0,0.0,1.0,0.5714285714285715,0.43575418994413406,0.9539129324652112,0.2164059831801559,-0.30215615374603405,1.5024712073826691,186.12,4018,1.899,Loyal,0,1
C00311,58,72,6062,Month-to-month,Bank Transfer,No,0,0,0,0.0,0.0,0.0,0.0,0.0,0.8142857142857143,0.2905027932960894,0.7536065364483595,1.0397949075451172,-0.804590279954584,0.8077186746433398,104.52,4176,1.452,Loyal,0,0
C00312,61,177,5838,Month-to-month,Credit Card,Yes,1,0,1,0.0,0.0,1.0,0.0,0.0,0.8571428571428572,0.8770949720670391,0.7250095748755265,1.185098835374228,1.2244706143491755,0.7085315699055388,95.7,10797,0.541,Loyal,1,0
C00313,32,100,7901,One year,Credit Card,Yes,0,0,1,1.0,0.0,1.0,0.0,1.0,0.44285714285714284,0.44692737430167595,0.9883824843610366,-0.21950580030717656,-0.26350737480691483,1.622027092557697,246.91,3200,2.469,Established,0,1
C00314,46,192,169,Month-to-month,Bank Transfer,Yes,0,0,1,0.0,0.0,0.0,0.0,0.0,0.6428571428571429,0.9608938547486033,0.001276650070215754,0.45857919622867394,1.5143364563925696,-1.8016992191953265,3.67,8832,0.019,Loyal,1,0
C00315,28,185,4320,One year,Credit Card,No,0,0,0,1.0,0.0,1.0,0.0,1.0,0.3857142857142857,0.9217877094972068,0.5312140942167751,-0.413244370745991,1.3790657301056524,0.03636181547704813,154.29,5180,0.834,Established,1,1
C00316,39,166,805,One year,Credit Card,No,1,0,0,1.0,0.0,1.0,0.0,1.0,0.5428571428571429,0.8156424581005587,0.08247159453593769,0.11953669796074867,1.0119023301840198,-1.5200786896719274,20.64,6474,0.124,Loyal,1,1
C00317,61,99,6541,Month-to-month,Electronic Check,No,0,0,0,0.0,0.0,0.0,1.0,0.0,0.8571428571428572,0.44134078212290506,0.814758074811694,1.185098835374228,-0.28283176427647444,1.0198196709353338,107.23,6039,1.083,Loyal,0,0
C00318,38,63,5531,Month-to-month,Electronic Check,No,1,0,0,0.0,0.0,0.0,1.0,0.0,0.5285714285714286,0.24022346368715086,0.685816417719903,0.07110205535104507,-0.9785097851806205,0.5725921004657848,145.55,2394,2.31,Loyal,0,0
C00319,34,90,7911,Month-to-month,Electronic Check,No,0,0,0,0.0,0.0,0.0,1.0,0.0,0.4714285714285714,0.3910614525139665,0.9896591344312523,-0.12263651508776936,-0.45675126950251094,1.6264550883049202,232.68,3060,2.585,Established,0,0
C00320,43,63,4351,Two year,Bank Transfer,Yes,0,0,1,0.0,1.0,0.0,0.0,2.0,0.6,0.24022346368715086,0.535171709434444,0.3132752683995631,-0.9785097851806205,0.05008860229344023,101.19,2709,1.606,Loyal,0,1
C00321,25,156,3381,One year,Bank Transfer,No,1,0,0,1.0,0.0,0.0,0.0,1.0,0.34285714285714286,0.7597765363128492,0.41133665262351593,-0.5585482985751018,0.8186584354884235,-0.37942698518721585,135.24,3900,0.867,Established,1,1
C00322,52,60,2095,Two year,Bank Transfer,Yes,1,0,1,0.0,1.0,0.0,0.0,2.0,0.7285714285714286,0.22346368715083803,0.24715945359376992,0.7491870518868955,-1.0364829535892994,-0.9488672382801269,40.29,3120,0.671,Loyal,0,1
C00323,18,147,2845,Month-to-month,Bank Transfer,Yes,0,0,1,0.0,0.0,0.0,0.0,0.0,0.24285714285714283,0.7094972067039107,0.3429082088599515,-0.897590796843027,0.644738930262387,-0.6167675572383825,158.06,2646,1.075,Established,1,0
C00324,9,55,4064,Month-to-month,Bank Transfer,Yes,0,1,1,0.0,0.0,0.0,0.0,0.0,0.11428571428571427,0.19553072625698326,0.49853185241925185,-1.3335025803303595,-1.1331049009370975,-0.07699487565186729,451.56,495,8.21,New,0,0
C00325,57,80,177,One year,Credit Card,No,0,0,0,1.0,0.0,1.0,0.0,1.0,0.8,0.335195530726257,0.002297970126388358,0.9913602649354136,-0.6499951641981071,-1.798156822597548,3.11,4560,0.039,Loyal,0,1
C00326,45,125,5533,One year,Credit Card,No,0,0,0,1.0,0.0,1.0,0.0,1.0,0.6285714285714286,0.5865921787709497,0.6860717477339461,0.4101445536189703,0.21960236193207552,0.5734776996152294,122.96,5625,0.984,Loyal,1,1
C00327,51,98,6795,Two year,Credit Card,Yes,1,0,1,0.0,1.0,1.0,0.0,2.0,0.7142857142857143,0.43575418994413406,0.8471849865951742,0.700752409277192,-0.30215615374603405,1.1322907629148047,133.24,4998,1.36,Loyal,0,1
C00328,57,115,7867,Month-to-month,Electronic Check,Yes,0,0,1,0.0,0.0,0.0,1.0,0.0,0.8,0.5307262569832403,0.984041874122303,0.9913602649354136,0.0263584672364794,1.606971907017138,138.02,6555,1.2,Loyal,0,0
